Creator,Top 1 Category,Top 1 Category GMV,Top 2 Category,Top 2 Category GMV,Top 1 Product,Top 1 Product ID,Top 1 Product GMV,Top 2 Product,Top 2 Product ID,Top 2 Product GMV,Top 3 Product,Top 3 Product ID,Top 3 Product GMV,Top 4 Product,Top 4 Product ID,Top 4 Product GMV,Top 5 Product,Top 5 Product ID,Top 5 Product GMV
_alanacalvs,Womenswear & Underwear,"$55,559.64",Sports & Outdoor,"$21,086.09",Magic ONESO Mid-low Rise Baggy Jeans Stretchy Wide Leg for Women Distressed Pants Womenswear Bottom 8001 Lady Basic Minimalist Comfortable Denim Tummy Control Curve Hugging Plus Size Regular Size BBL Spring Fashion Daily Outfits,1729445477031121919,"$22,187.48",【4 Lengths】Magic ONESO Mid-low Rise Baggy BBL Jeans Stretchy Wide Leg Tummy Control Plus Size Regular Size,1732412928253268991,"$15,688.93","【Creator’s Pick】Halara 2-Piece Super High Waisted Back Pocket & Side Hidden Pocket 2-in-1 Yoga Shorts 3"" Set",1730762320809595172,"$13,454.07",Comfrt | Cloud Zip Hoodie - Mega | Soft Mega Oversized Zip Up Hoodie For Men & Women,1729417808759264131,"$2,122.05",【Creator’s Pick】Halara 2-Piece Super High Waisted Back Pocket & Side Hidden Pocket 2-in-1 Yoga Shorts Set 5''-Longer Length,1730762001521283364,"$1,653.93"
_karina.michelle,Beauty & Personal Care,"$20,206.00",Kitchenware,"$3,092.29",First Class Jetsetter Beauty Bundle Kit - Mini Exclusive Pink Suitcase plus Naked Sundays bestselling SPF and Skincare products  (SAVE 40%),1732513464542401408,"$3,543.42",Daily Hydration Glass Bottle,1729507512389243913,"$2,651.43",Never Thirsty Shampoo & Conditioner: Moisturize + Strengthen in One Set,1732436624532803875,"$1,884.75",tarte x FINNSUL flutter & focus set + CC undereye - FREE tartelette tubing black mascara & FINNSUL electrolyte supplement,1732304110560121788,"$1,238.41","Sol de Janeiro Cheirosa Perfume Mist Best Sellers Set | TikTok Shop Exclusive, Carefully Picked Scents Including Warm Gourmand Cheirosa 62, Fruity Floral Cheirosa 68, Rose Gourmand Cheirosa 91, and Woody Gourmand Cheirosa 59.",1732279458149536158,"$1,106.40"
ababyandabulldog,Shoes,"$32,600.38",Sports & Outdoor,"$28,648.03","Tanming Women's Baggy Wide-Leg Pants - Casual, Elastic-Waisted, Bohemian Minimalist Basic Women's Clothes Bottom with Pockets,summerwins,summeroutfits,vacationoutfits,beachoutfits,back to school shopping",1729491434710208659,"$11,689.10",PAVOI 14K Gold Plated Adjustable Matching Bracelets for Women – Heart Charm and BFF Friendship Styles,1730595722208973320,"$8,495.47",HEYDUDE Delray Clog Suede – Womens Comfortable Slip on Platform Clog,1731467723863921200,"$8,003.85",Project Cloud Women's | Women's Knit Clogs | Smart Foam | Lightweight | Non-Slip - Nella,1732521149772436024,"$7,549.40",【Creator’s Pick】Halara UltraSculpt High Waisted Tummy Control Pocket Shaping Training Capri Leggings,1731269947944768350,"$4,156.21"
abbey.kline,Beauty & Personal Care,"$33,778.34",Kitchenware,"$3,475.44",tarte glow wardrobe eye & cheek palette - eyeshadow and highlighter makeup,1729570012796261308,"$5,597.23","tarte BB blur tinted moisturizer SPF 30 - instantly brightens, hydrates & smooths your skin",1729584174847071164,"$3,219.21",tarte maracuja juicy multi-stick + brush - double-ended cream blush & bronzer stick,1732418830638027708,"$3,026.07","2-Pcs Halloween Icon Beverage Glass Set, Ghost-Pumpkin Element Hand-Blown Stemless Double Old Fashioned Drinkware with Spill-Reducing Hold, Ghost Icon Style Halloween Home Goods for Boo Basket Fall Gift",1731434701947310826,"$2,226.03",HUELIGHTER Multi-Dimensional Highlighter,1732307682052772635,"$2,033.84"
alexandraarosee,Womenswear & Underwear,"$1,345.85",Baby & Maternity,$203.36,Modal Cotton Foldover Wide-Leg Pants,1732401825526682144,"$1,109.39",Danysu V Neck Cotton Tank Tops with Built-in Shelf Bra Sleeveless Racerback Fitted Basic Cami Shirts campingessentials,1731397819019989366,$164.46,Vitality Cloud II™ Maternity Pant,1732211039095197736,$116.10,MOMANDA Cropped Maternity Tops Summer Short Sleeve Modal Cotton Loose Maternity Tshirts Ultra Soft,1732401819480592928,$87.26,PAVOI 14K Gold Plated 3.5CT Square Radiant Cubic Zirconia Engagement and Promise Ring for Women - Hidden Halo Ring,1731108014030361096,$73.53
alexandracaste,Food & Beverages,$40.08,,,Mazapan Powder Bag | 2lb - Powder Mix for Baking Authentic Mexican Recipes,1732476236165911190,$22.19,Don Beto's Beef Jerky - Fuego,1729719309656297668,$17.89,,,,,,,,,
alisammarie,Furniture,$524.39,Sports & Outdoor,$476.71,[Summervibes] Tribesigns 63-Inch Long French Country Style Wooden Sofa Table for Living Room & Entryway Natural Finish Modern Farmhouse Decor with Sturdy MDF Construction & Foot Pads for Stability,1731489542250795771,$524.39,"【2026 New Arrivals】Trucozie T550 Cordless Vacuum Cleaner, 40kPa Powerful Suction Smart Stick Vacuum with 50 Mins Runtime, 8-in-1 Lightweight Handheld/Upright Vacuum for Hardwood Floor, Carpet, Pet Hair & Car",1731578192195392132,$466.23,Halara Adjustable Straps Ruched Wide Leg Heathered Casual Jumpsuit with Pockets-Easy Peezy,1732255696408843102,$315.61,The Mini Discovery Set,1730273546600747017,$192.06,"Hibbent cUPC Certified 13'' High-Pressure Dual Shower Heads Combo with 10-Mode Length-Adjustable Dual-Head Handheld, 5-Spray Upgraded Rainfall, 12'' Extension Arm, 71'' Hose, Chrome Handheld Holder, Dual-Head Handheld Showers,home essentials",1729698100885689065,$177.35
allthings_andrea,Sports & Outdoor,$39.80,,,"Foldable Travel Yoga Mat with Storage Bag, 1 Count Portable Exercise Mat, Fitness Equipment for Home Gym Workout Mat Pilates Home",1729408794300748065,$39.80,,,,,,,,,,,,
alykate97,Fashion Accessories,"$3,458.91",Womenswear & Underwear,"$1,411.15","Tasiso Women's Floating Cubic Zirconia Pendant Necklace on Invisible Transparent Cord, Minimalist Choker Adjustable Length, Everyday Layering Jewelry, For Woman,Gift,summeroutfits,vacationoutfits,beachoutfits,Thick Clear Invisible Fishing Line",1731992960085430403,"$2,578.58",PAVOI 14K Gold Plated Lobe Lifters for Heavy Earrings for Women - Earring Backs for Droopy Ears - Comfortable Earring Backings for Studs - Trendy Fashion Jewelry Accessories,1731648186027250184,"$1,179.23","【2Packages Shipping】Queen/Full Size Murphy Bed with 2 LED Lights, Farmhouse Wood Hidden Foldable Wall Bed Frame w/Gas Struts, Storage Bed Cabinet for Bedroom, Office, Space-Saving, No Box Spring Needed, Rustic White/Brown",1731495075783873003,"$1,117.27",AUSELILY Babydoll Dress for Women Short Sleeve Button Down Textured Non-clingy Loose Fit Flowy Mini Dress with Pockets 2026 New Summer Dress,1732071775099523793,$471.45,AUSELILY Women's Crewneck Hoodless Sweatshirt With Kangaroo Pocket  Fleece Longsleeve Oversized Casual Style Shirt  Lightweight Pullover 2026,1729586190582256337,$317.58
amanda_hadzimichalis,Womenswear & Underwear,"$6,306.58",Sports & Outdoor,$552.01,FeelinGirl Wireless Bra Women's Seamless Full Coverage Bra Cozy Wide Shoulder Strap Wireless T-Shirt Bra Comfortable Fit Everyday #SummerVibes,1730503134732653217,"$1,220.75","TANKANEO Women's Plus-Size 2-Piece Polyester Shorts Set, Lightweight Short-Sleeve Color Block Shirt & Adjustable Skort, Comfortable Fit Casual Matching Set",1732269584850457312,$816.26,"Vertvie｜GRACE Classic T-Shirt Bra, Jelly Bras, Wireless Full Coverage for All Day Comfort",1731578445279630251,$757.62,Soft Intention Women's Classic Jelly Bra Seamless Wireless Bra Full Coverage Push Up No Underwire Tshirt Comfortable Everyday Plus Size Friendly Jelly,1729472053932167298,$477.69,Eytino Women Plus Size Sweetheart Neck Short Sleeve Shirred Peplum Rib Blouse Tops Shirts(1X-5X),1732173565472641119,$410.12
amanda_pac,Womenswear & Underwear,"$3,274.19",Health,"$3,060.41","arrae Tone Variety Creatine Gummies | Assorted Sour Flavors (Watermelon, Green Apple, Mixed Berry)| Gut-Friendly Formula for Energy, Cognitive Health, Post-Workout Recovery",1732470880469881469,"$1,038.66","Cider Elegant Vacation Halter Neckline Dress for Wedding Guest, Sexy Floral Maxi Dresses, Ladies Jacquard Sundress, Summer Party Gowns, Lady Sun Dress SohoChic",1731969456805744727,$874.62,"Arrae MB-1 | Natural Energy, Cholesterol, & Overall Health Support 20-Day Supply| Organic Nutrition Dietary Supplement Healthcare Vitamins Probiotic Blend Edible Fitness",1729560041868333693,$781.01,NEW COMPRESSION BAND & ONE SEAM OPTION! THE ORIGINAL MAGIC FLEECE LINED LEGGINGS - XXS TO 3XL - 4 SHADES - CLOSED FOOT - Fleece Tights Available in Plus Size and Light to Brown Fur,1729406693411230691,$742.92,Sand Cloud | Towel Bag 2 in 1,1732221346435469494,$716.10
amandaaaapac,Beauty & Personal Care,"$5,343.40",Health,$124.61,[medicube] Body Gommage Exfoliating Pad 8ea for bumpy skin flaky skin body scrub,1731233913351344363,"$2,519.04",Self-Tanning - Milky Essence,1732314195951063680,"$2,252.66","[medicube] PDRN Pink Collagen Volume Multi Balm | All In One Volufiline, PDRN, NAD Stick for Youthful-Looking, Helping Look of Fine Lines, Firming Care, Anti-Aging Care | For Under-Eyes, Neck, Forehead, Smile Lines, Lip Care | Korean Skincare",1729508370969629931,$204.22,DR.DENT The Purple Duo - Purple Mouthwash [20 Uses] + Purple Teeth Whitening Strips - [7 Whitening Sessions],1732418783948083710,$105.80,"Dr.Jart+ Cicapair 5-Piece Redness Relief Routine | Instant Redness Relief | Korean Skincare for Sensitive Skin, Barrier Repair, Color Corrector SPF",1732338093671617000,$100.00
amandaathome1,Toys & Hobbies,"$1,119.33",Home Supplies,$397.70,"DIY 3D Laser-Cut Wood Magic Ring House Miniature Kit - Lighted LED Dollhouse Book Nook, Ages 14+, 5-6 Hours Build, Unisex DIY Craft Set, Handmade Gifts, Bookshelf Decoration for Holidays & Birthdays",1732381209627759505,"$1,119.33","Automatic Folding Umbrella, 1 Count/60pcs Portable Rain Umbrella with Loop Buckle, Windproof & Waterproof Umbrella for Men & Women",1729532560217314285,$397.70,"KALIDI Women's PVC Tote Bag - Waterproof, Large Capacity Work & Everyday Bag with Top Handles, Kraft Paper Luggage Accessory for Travel, Gifts for Women, Bags With Handles, Accessories For Women",1731799796000199536,$21.59,"Slice Safety Micro-Ceramic Blade Paper Cutters 4-Pack (Neutrals, Slate) - Magnetic Keychain, Dishwasher Safe Home Office EDC Gear for Poly Mailers & Packaging",1731991831192637806,$11.99,,,
amandaburbank131,Sports & Outdoor,$328.09,Beauty & Personal Care,$196.89,"ADDWIN 2026 New Fascia Ring R10 Mini Muscle Recovery Fascia Device upgraded adjustable strap fits Up to 55in waist, Cordless Rechargeable, Designed for Waist & Back Muscle Recovery portable massager parents gift summervibes",1731284232420626805,$321.10,"Rechargeable electric facial massager for reducing puffiness and promoting blood circulation, a wireless facial care tool with a compact design ideal for travel and daily home use, comes with rechargeable battery and charging cable., Facial Care Tools, Co",1729478261824984423,$173.94,Advanced Food Intolerance Labs Food Sensitivity Vitamins & Gut Health Test 1000+ Items Tested for Sensitivities Nutrient Imbalances & Heavy Metals,1730664019526258810,$76.42,"Cordless Water Transfer Pump 9.6GPM Compatible with Milwaukee 18V Battery【NO BATTERY!!】, Powered Pond Pumps, Portable Self-Priming for RV, Tank, Pool Draining, Garden Watering backtoschool",1732358202461754299,$48.74,"Rectangle Sandstone Diatomaceous Earth Stone Bath Mat - Non-Slip, Quick-Drying, Absorbent, Elegant Modern Aesthetic Home Decor - Easy to Clean (23.5x15in) Bathroom Accessory for Shower, Home Decor Items bathroom decor bathroom accessory home essentials so",1732439652823765195,$45.80
anastasiya_ray,Womenswear & Underwear,"$6,230.48",Sports & Outdoor,"$3,038.66","Katch Me Chic Women's Vintage Leopard Print High Waist Wide Leg Jeans, Y2K Street Style Baggy Durable Denim Trousers, Casual Wrinkle-Resistant Stretch Loose Fit Cotton Bottoms #TikTokMadeMeBuyIt #VintageDenim #LeopardJeans #Y2KFashion",1732464305990046684,"$2,981.49",Halara UltraSculpt High Waisted Tummy Control Pocket Shaping Training Leggings,1729406821413261604,"$1,983.09",Project Cloud Women's | Genuine Leather Insole Womens Ballet Flats | Memory Foam | Lightweight | Non-Slip - Ashley,1729496192078812728,"$1,422.63","Katch Me Chic Women's High Waist Multi-Pocket Wide Leg Jeans, Classy Wrinkle-Resistant Durable Denim Pants, Multi-Pocket Stretchy Soft Trousers, Four Seasons Daily Outfits #TikTokMadeMeBuyIt #DenimJeans #WideLegPants",1730845150456812508,"$1,366.59",TRTL TRAVEL PILLOW,1729472069440934578,$966.03
andrea_costanzo,Womenswear & Underwear,"$1,012.32",Sports & Outdoor,$232.14,Imily Bela Women's Summer Mini Dress Casual Workout Tennis Dress with Shorts Sleeveless Althletic Dresses,1729428284144587566,$652.04,CHICME Built-in Bra Tank Top Ribbed Racerback Tops Women Going Out Tops Everyday Basic Tanks Padded Tops,1729484235456352758,$305.82,"Women's Plants Print V Neck Swimdress & Tankini Set, Casual Sleeveless Swim Dress & Swim Top Two-piece Swimsuit for Beach Holiday Vacation, Ladies Swimwear, Beachwear Swimsuits",1730840513403195504,$170.20,FLAXMAKER Women's V Neck Side Drawstring Brown Mesh Sheer Printed One Piece Swimsuit Beachwear Swimdress Bathing Suit Swimwear Sleeveless Bathing Suit Stylish Beachwear #Summervibes #SwimWeek tiktokshopbacktoschool,1731639794304062332,$61.94,Imily Bela Womens Casual Denim Dress Summer Striped Overalls Romper Adjustable Straps Sleeveless Jean Dresses with Pockets,1731166822126752558,$20.79
andthatsthelipton,Womenswear & Underwear,"$14,206.44",Fashion Accessories,"$1,188.56",Women’s V Neck Poncho Tops Batwing Sleeve Solid Color Loose Fit T-Shirts Blouses,1731080116594839788,"$2,583.19","1 piece Women's Square Neck Short Knitted Blouse Tops, Sweet Style Belted Waist Design, Perfect for Everyday, Valentine's Day & Daily Commute & Vacation",1732136183106342999,$959.46,Zaida Stretchy Denim Micro Shorts,1729501093713581218,$864.50,"Women's Summer Chiffon Lace Shawl, Loose Fit, Perfect For Vacations, Summer Activities, Weddings, And The Beach. Bohemian Style, New For 2026. Love Island Outfit, Trinity Outfit. Available As A Single Piece Or As A Two-Piece Set.",1729486296325003239,$781.16,Zaida Asymmetric Denim Strapless Top,1729501095264228514,$773.58
angela.456789,Household Appliances,$27.66,,,"Jack&Rose 2-in-1 Steam Iron& Clothes Steamer - Handheld Portable Garment Wrinkle Remover, Large Soleplate, 150ml Water Tank - Lightweight for Home, Travel, Summervibes",1731368483960623870,$27.66,,,,,,,,,,,,
angelacallisto123,Womenswear & Underwear,"$98,577.46",Fashion Accessories,"$3,791.28",PrettyGarden Women's Oversized Cardigan Sweater Fall Long Lantern Sleeve Knit Open Front Lightweight Sweater Knitwear Tops#DealsForYouDays,1731208195967717743,"$19,022.56","Tanming Womens Baggy Barrel Wide Leg Yoga Lounge Pants Drawstring Waist Pockets Athleisure Style Casual Sweatpants Comfortable Loose Fit Bottoms for Women Summer Casual Wear,back to school shopping",1731229445891395731,"$14,152.01","Fisoew Sports Summer Spring Women's Off-Shoulder Thin Sweatshirt/Tees, Wide Neckline Loose Pullover, Long Sleeve Y2k Fashion Loose Fit Top, SpringStatements Jeans Ash Gray Hoodie Beachy Hoodie Athletic Style Activewear Athletic Outfit",1732128616123306840,"$7,981.98",Freya ONESO Women Mid Rise High Stretchy BBL Jeans Butt Lifting Wide Leg Raw Hem Denim Pants Tummy Control Spring Basic Minimalist Woman Denim Bottom Comfortable Denim Jeans OSW8019 Plus Size Regular Size Fashion Daily Outfits DIY Inseams #SummerVibes,1731273402271240469,"$6,344.57",【3 Lengths】Freya ONESO Women's Tummy Control Raw Hem Baggy Denim Pants Mid Rise Wide Leg Denim Jeans  Retro Streetwear Style Comfortable Jeans Commuter Style Baggy High Stretchy Soft Breathable Spring& Summer #SummerVibes,1732431922183573781,"$5,283.82"
anggwells,Beauty & Personal Care,"$1,655.97",Fashion Accessories,$43.11,"Wavytalk Blowout Boost Negative Ion Thermal Brush-Pink (1.5in) Hair Styler, LED Display, 300℉-420℉ for Different Hair Types, 120-240V Universal Voltage, Beauty Products for At-Home Blowout & Style Curlers & Straighteners",1729403338518794392,$590.54,Kitsch Ceramic Thermal Rollers 8pc Set,1729388686108692530,$544.08,"Wavytalk Multi-Curl 5-in-1 Ceramic Curling Wand Set, Fast Heat Up Curling Wand from 1/2 to 1 1/4 Inch and a Thermal Brush, Dual Voltage Curling Iron",1729388432827060376,$400.98,Color Wow Xtra Large Bombshell Volumizer,1729386045308768901,$56.00,"Glimmr 10-Minute Vitamin-Infusion Hair Mask for Hydrating and Moisturizing Hair - Conditioner with Bonding Protein, Castor Oil & Superfood Extracts",1729438048963760929,$43.42
annaslivka2,Fashion Accessories,"$2,561.15",,,YoungSee Micro Loop Hair Extensions Human Hair micro ring pre bonded Soft and Silky Hair Extensions for Women Micro Ring Extension Human Hair 100% Real Human Hair Summer braids half wig summer hair style glueless wig#summerwins #DealsForYouDays,1731915004731495134,"$1,901.21",Youngsee 16-28 inches butterfly weft hair extensions ovo weft genius pu weft  hole butterfly  hair extensions human hair XO weft human hair extensions straight hair real human glueless wig #summerwins #DealsForYouDays,1731548152031122142,$395.61,YoungSee 14-28 inches Micro Loop Hair Extensions Human Hair Soft and Silky Hair Extensions for Women Micro Ring Extension Human Hair 100% Real Human Hair #summerwins #DealsForYouDays Raw Hair Bundles Natural Wavy Hair,1730893574771741406,$158.16,YoungSee Nano Beads Hair Extensions Human Hair Silky Hair Extensions for Women Nano Link to Change Your Look #Summerwins #Dealforyourdays #SummerVibes Natural Looking Hair Summer braids half wig summer hair style glueless wig,1730893563461669598,$106.17,,,
aricandchristy,Furniture,"$1,738.07",Kitchenware,$497.99,"VINGLI Tall Adirondack Chairs Set of 2, All Weather HDPE Bar Height Adirondack Chair with Double Trays, Adirondack Barstools for Balcony, Poolside, Backyard and Patio",1732305297869345183,$928.10,"VINGLI Tall Adirondack Outdoor Chairs (Set of 2), HDPE Exterior-Facing Chairs with Double Connecting Tray, Weather-Resistant Durable Rattan Stainless Steel-Aluminum Frame Patio Deck Balcony Bar Stools",1731288666896372127,$777.97,10 Strawberry Street Platter Merry Morsels Platter,1732099737067295687,$442.55,"LIVEFULL Refill Towels ONLY for CL01 Hot Towel Machine, Machine Not Included, 20 Towels per Roll, 60/120/180 Count (3/6/9 Rolls)",1732120831567630336,$59.98,"Solar Pool Lights for Inground & Above Ground Pools, 80 LED RGBIC Underwater Pool Lights, Dual-Color, 4 Dynamic & 3 Radiant Modes, Solar & USB Rechargeable with Remote, IP68 Waterproof",1732414552528425928,$56.52
arsy_vartanian,Beauty & Personal Care,"$2,309.77",Computers & Office Equipment,$442.26,NuDerma Clinical High Frequency Wand with Fusion Neon-Argon Applicators Anti-Aging Anti-Acne by Pure Daily Care  Facial Beauty Instrument,1729401883679232365,"$1,087.28",DailyDocs Organizer – Life Binder for Important Documents & Family Records,1732031893622591598,$442.26,HUSH HOUR Mouth Tape - Lemon - Rest Recovery - Organic Green Tea - Skincare Tool - Lip care Jawline Contour Tape,1731824592817001323,$310.12,"Timeline Mitopure Urolithin A Softgels - Clinically Proven for Energy Muscle Strength & Cellular Renewal, Vegan, NSF Certified, FDA GRAS Approved - Supplement, Healthcare, Healthy Aging Supplements",1729625791973069635,$237.07,"Reviv R3 Firm Silicone Night Mouthguard - Unscented, Latex-Free Teeth Grinding & Clenching Mouthpiece, Durable, Supportive Fit, Holds Shape, No Molding Required, XL/Large Size, Bpa-Free, Firming, Multi-Size, Mouth Guard, Everyday Use",1732279335109759499,$160.00
ashleyinfl,Toys & Hobbies,$255.07,Womenswear & Underwear,$189.58,"SLOOSH Inflatable Pool Floats Adult,  Floating Lounge Chairs , Blow up Pool Noodles for Adult Heavy Duty, Floating Chair for Party Summer Water Beach Lake Fun ， can choose 1 pack or 2 pack",1729449581672632930,$255.07,PRAVANA Intense Therapy Leave-In 10oz: Hydrating Mist,1730059716675736327,$93.41,QUAY - PRESS TOUR Square Sunglasses - Classic Oversized Vintage Glam with Elevated Metal Details & Universal Nose Pads,1731709933949325339,$80.75,DOKOTOO Women's Tops Dressy Casual V Neck Button Down Shirts Solid Short Sleeve Blouses Oversized Fit Batwing Collared Baggy Minimalist Style,1729445592111551477,$54.31,"Dokotoo Women's Western Denim Mini Dress, High Waist 3/4 Sleeve Zip Up Casual Dress, Loose Fit Cowboy Streetwear Outfit",1732435311745405941,$39.99
ashleyorganic,Luggage & Bags,"$8,422.78",Beauty & Personal Care,"$6,004.72","[New Launch] DREAME Aero Lite Wet Dry Vacuum Cleaner, All-in-ONE Vacuum Mop for Wet & Dry Messes, 0 Hair Residue Great for Pet Owners, One-Press Self-Clean, 180° Lie Flat, 35mins Runtime for Hard Floor Cleaning",1732306174840312737,"$5,149.33",NEWBELLA Marella M Collapsible PU Leather Tote Bag with Magnetic Closure and Luggage Sleeve for Work and Travel #sohoch,1729477606392238202,"$4,236.07","SHA CERLIN Storage Bed Frame Modern Linen Upholstered Headboard Lift Up Storage Platform Bed Frame, Two Style Headboard, Heavy Duty Gas Lift Support, No Box Spring Needed,Wood Slats Support, Full Queen King Size,dorm essentials,home decor",1729537141726810464,"$4,128.93","Qure LED Light Therapy Mask for Face - FDA Cleared for Wrinkles & Acne Treatment with 3 Modes, 5 Facial Areas &  5 Lights: Red, Deep-Red, Blue, Amber & Infrared, 3-Min Daily, Eye-Protection, Smart App",1730401910219313767,"$1,993.41","Tanming Women's High-Waist Drawstring Casual Wide-Leg Sweatpants - Baggy Athletic Bottoms with Pockets, Basic Casual Streetwear Pants for Spring Summer, Women's Clothes, #SpringStatements,summerwins Womenswear,back to school shopping",1731922724730409107,"$1,946.61"
ashleyorganicedits,Beauty & Personal Care,"$9,086.44",Womenswear & Underwear,$826.05,"[medicube] Hypochlorous Acid Rice Peel Shot Duo For Face & Body | Gentle Exfoliating Serum for Dead Skin Cells & Pore Care, Blackheads & Excess Sebum Control | Rice Extract, Hypochlorous, Panthenol for Hydrating & Smoothing Care",1731738460512030955,"$5,562.66","[medicube] Kojic Acid Turmeric Peel Shot Duo For Face & Body | Brightening Reset Gentle Exfoliating Serum with BHA, LHA & PHA for Dead Skin Cells, Blackheads & Excess Sebum | For Dull, Rough & Troubled Skin",1732182201234002155,"$1,000.70","【2026 Newly Upgraded】Trucozie T350 Rechargeable Wireless Cordless Vacuum Cleaner, 8-in-1 Lightweight Upright Vacuum for Deep Clean, 45-Minute Runtime, 33 kPa Powerful Suction, Housewarming Gift Suitable for Hardwood Floors, Carpets, Pet Hair, Car Interior",1729406319708377732,$759.45,"L'ANGE HAIR - Adjustable Titanium Waver - 2-in-1 Adjustable Titanium Hair Waver & Crimper, 19mm & 32mm Barrels for Beach Waves & Defined Crimps, 3 Barrel Hair Tool with Heat Glove & Mat, Dual Voltage",1730755240804520432,$699.66,SKIMS ULTIMATE TEARDROP PUSH-UP BRA,1732434960668463973,$500.80
avas.fav.finds,Beauty & Personal Care,"$3,024.44",Womenswear & Underwear,$118.41,No Limits Cream Bronzer Stick,1729385764072624843,"$2,390.31",Higher Standard Cream Glow Blush Stick,1729442305345688267,$410.59,"sacheu Contour STAY-N - All-Day Liquid Contour - Long-lasting, buildable, ultra-blendable contour Effortless Smooth Bronzer makeup products",1731001036376085279,$70.90,The Blush Stack Dew Blush + SuperSuede Blush,1731606733682217843,$48.00,Nikki Nylon Shorts,1729462173674279074,$33.80
ayeitsanju,Beauty & Personal Care,$83.50,Fashion Accessories,$75.44,"Women's Solid Color Straw Beach Hat, Casual Outdoor Sun Protection Cap for Women & Girls, Fashion Accessories for Daily Wear, Breathable Head Cover",1730691917901959683,$75.44,SCUSTY Women's Cropped Sherpa Lined Fleece Jacket Winter Warm Button Down Fuzzy Coats Shacket Outerwear with Pockets,1729607210962489587,$72.98,"Women's Solid Color Shoulder Bag, Back To School, Fashionable Large Capacity Crossbody Bag for Daily Used, Casual Trendy Versatile High-quality Daily Commuting Bag",1729496373355844345,$64.22,"tarte maracuja juicy lip tattoo - 3-in-1 lip stain, liner & gloss duo",1731128149174031292,$62.00,"e.l.f. Bite-Size Mini Eyeshadow Palette - 4 Pigmented Matte & Shimmer Colors, Creamy & Blendable, Complete Eye Look, Travel-Friendly, 13 Options",1729384062018425123,$21.50
backnjennaup,Furniture,"$1,476.76",Beauty & Personal Care,"$1,411.42","75.2"" Tall Pantry Cabinet, Kitchen Pantry Storage Cabinets with 2 Door and 5 Adjustable Shelves, White Metal Pantry Storage Cabinet, Cupboard for Kitchen, Dining Room, Living Room and Bathroom Organizer",1731459666424271005,"$1,476.76","Palladio Under Eye Brightener Cosmetic - Caffeine Peptides, Vitamin E, Radiant Coverage, Blendable Color Corrector & Primer for Dull Tired Skin, Reduces Dark Circles, Brightening",1729881829798023357,$584.18,"Portland Leather Koala Sling Bag – Premium Leather Crossbody Shoulder Bag for Travel & Everyday Carry – Adjustable Strap, Magnetic Closure",1732046851932983468,$364.64,"A8 Waterproof Pill Pouch Set, Large Weekly Pill Organizer with 14 Color-Coded Medicine Pouches, Reusable Travel Medicine Organizer, Zippered Pill Storage for Fish Oils, Vitamins, dealsforyou, summerwins",1732481077880393946,$324.67,"Portland Leather Monaco Crossbody - Lightweight Travel Ease - Leather Crossbody Bag, Adjustable Strap, Compact Storage, Everyday Carry",1732248170127134892,$196.78
baileyyoliverr,Womenswear & Underwear,"$9,912.14",Beauty & Personal Care,"$6,976.04",Project Cloud Women's | Oxford Shoes for Women | Genuine Leather | Memory Foam | Lightweight | Non-Slip - Wally,1731581887912710712,"$3,812.12",Hanes Originals Women’s Supersoft Comfywear Sleep Slip Dress Women's Intimates Comfortable Fit Soft Stretch Fabric Breathable Hla219,1731467663274185700,"$2,924.47","[medicube] Ultra Light PDRN Pink Peptide Serum | Lightweight Hydrating Serum with Salmon PDRN & Hyaluronic Acid | Fast-Absorbing Glow Care for Skin Clarity | K-Beauty, Korean Skincare (30ml / 1.01 fl. oz.) (110ml / 3.72 oz)",1732311456669012203,"$2,500.97",Good Behavior Supreme Seal Smoothing Serum,1731140506275910127,"$1,135.58",[medicube] Red Succinic Acid Panthenol Pads |  Niacinamide + Salicylic Acid Skincare,1729478699850043627,"$1,011.07"
becsreview,Beauty & Personal Care,$695.18,Furniture,$218.36,"【Deal】SweetFurniture Filing Cabinet, 3-Drawer File Cabinet for Home Office, Mobile Lateral Filing Cabinet, Printer Stand with Open Storage Shelves dressers",1729385490165371016,$218.36,"JUDYDOLL Ultra-Fine Liquid Eyeliner, Waterproof Liquid Eye Liner, Hooded Eyes, Sharp Winged Lines, Long-Lasting, Beginner Friendly, Lasting Satin Finish, Smudge-Proof, Transfer-Resistant, Suitable For Sensitive Eyes, Summerwins",1730235179727360529,$193.31,"JUDYDOLL 2 in 1 Highlight & Contour Palette - Face Shaping, Long-Lasting, Multi-Use Makeup Palette, Face Bronzer, Cool Toned, Natural Matte Highlighter, Blendable, Buildable Contour, Back to School",1731159981009310225,$174.17,"Flimeal Crunchy Protein Powder, 20~22g Protein, Low Sugar Keto-Friendly On-the-Go-Pack of 7, Meal Replacement, Easily Digestible Preworkout Drink Flavor",1731416372741640350,$62.46,"CARSLAN PINK Limited Edition 3.0 Black Magnet Soft Focus Powder, Replaceable Container, 24H Longlasting Translucent Pressed Setting Powder, Oil Control, Waterproof, Sweatproof, Blurring Pore Face Powder, Matte Flawless Finsh, Travel-Friendly Touch Up",1732422067841765474,$60.84
