Creator,Top 1 Category,Top 1 Category GMV,Top 2 Category,Top 2 Category GMV,Top 1 Product,Top 1 Product ID,Top 1 Product GMV,Top 2 Product,Top 2 Product ID,Top 2 Product GMV,Top 3 Product,Top 3 Product ID,Top 3 Product GMV,Top 4 Product,Top 4 Product ID,Top 4 Product GMV,Top 5 Product,Top 5 Product ID,Top 5 Product GMV
kindafitky,Pet Supplies,$291.29,,,"【Geoorood】 Geoorood Dog Grooming All-in-One Kit with Vacuum Brush 2.5L Large Pog, Stainless Steel Blades Lightweight Design 13KPa Suction Force Portable Cleaning Set#DealsforYouDays #SummerWins",1729409406800270078,$182.74,"SleekEZ Cat Brush for Shedding & Grooming, Wooden Handle & Stainless Steel Blade, Pet Brush for Indoor Cats, 2.5 Inches Long Groomer Tools Fur Removal Tool",1729646227896635412,$52.83,"SleekEZ Dog Brush for Shedding & Grooming, Deshedding Tool for Short & Long Haired Dogs, Dog Comb, 5 Inches Long, 4oz Weight",1729646185502707732,$38.74,Rosemary Flea & Tick Spray for Pets + Home,1731272426244313769,$16.98,,,
kristinadunnn,Womenswear & Underwear,"$20,372.61",Sports & Outdoor,"$14,185.02","PUFF Sticky Bra – VIRAL No.1 Push-up Sticky Bra, Waterproof & Sweat-proof Invisible Bra, Reusable Silicone Adhesive Bra for Women, Includes Storage Board & Replaceable Pads",1731492372893241632,"$2,166.75",Old Navy Women's High-Waisted Pixie Super Wide-Leg Pants,1731977493946143399,"$1,977.92",SKIMS SMOOTH LAYERS HALTER TOP,1732480843887055717,"$1,741.26",Gap Women's VintageSoft Terry Wide-Leg Sweatpants,1732269523784340086,"$1,670.55",Halara UltraSculpt High Waisted Tummy Control Pocket Shaping Yoga Bootcut Leggings #SwimWeek,1730470200737173796,"$1,651.03"
kristinanicoletall,Womenswear & Underwear,"$32,142.59",Sports & Outdoor,"$21,695.22","PUFF Sticky Bra – VIRAL No.1 Push-up Sticky Bra, Waterproof & Sweat-proof Invisible Bra, Reusable Silicone Adhesive Bra for Women, Includes Storage Board & Replaceable Pads",1731492372893241632,"$9,478.72",【Creator’s Pick】Halara Flex High Waisted Pocket Wide Leg Waffle Work Pants,1729408758258766116,"$8,900.40",CAKES Body Cleavage Bra™ - Seamless Sculpting Bra with Silicone Cups for Full Cleavage Reusable Matte Finish Ideal for Strapless & Backless Tops Womenswear Basic,1732022163491426879,"$5,997.13",Eomenie Tankini Swimsuit for Women Tummy Control Two Piece Bathing Suit High Waisted Tank Top with Swim Skirt Swimdress #Deals For You Days,1732088850959995217,"$5,102.05","Women's Simple Solid Backless Halter Sleeveless One-Piece Jumpsuit, Elegant Chic Ruffle Design, Perfect for Casual Wear, All Seasons Fashion, Outfit",1732187881328251637,"$3,574.18"
kristiscustomcreations,Pet Supplies,"$2,991.86",Collectibles,"$2,623.45","Fireworks Romantic Castle 5D Sparkling Beads Painting Set, DIY Acrylic Round Hole Fashion Embroidery Handicraft Art Set, Stress-Relief Handcraft for Parent-Child Activities, Framed Home Decoration Festival Gift (Requires Handmade)",1732473693970797313,"$2,623.45","Nicpro Iridescent Acrylic Paint, 8.45oz/250ml Large Bulk Metallic Acrylic Paint, Color Shifting & Non-Toxic Art Painting Supplies For Canvas Fabric Rock Wood with Paint Knife Color Wheel Artist Bundle,back to school,back to school shopping",1729543101527069005,"$1,593.88","Elk Ridge 2-PC Fixed Blade Hunting Knife Set-Black Stainless Steel Skinner & Gut Hook Blades, ER-300CA,7-Inch/6.5-Inch Overall",1731856824389243019,"$1,425.46",4-in-1 Portable Cosmetic Shampoo Dispenser Storage Bottle Plastic Travel Friendly Compact Design for Easy Carrying,1732103690126201091,"$1,327.79","78in Heavy Duty Indestructible Dog Crate with Divider - Double Door Indoor Wooden Kennel, Removable Divider, 360° Swivel Bowls, Reinforced Steel Bars, Blends with Home Decor, Portable Enclosure for 2 Medium-Large or Extra Large Dogs [2 Carton]",1732347516722188607,"$1,251.57"
kseniasenn,Beauty & Personal Care,"$2,870.76",Food & Beverages,$208.51,"Color Wow Money Mist Leave-In Conditioner Spray | Lightweight Hair Mist to Moisturize Dry Hair | Leave In Hair Conditioner for Frizz, Hydration & Shine | Formulated With Hyaluronic Acid & Marine Algae",1729441093035987589,"$1,106.36",sacheu Lip Liner STAY-N - Peel-Off Lip Liner Stain - All Day & Night Lip Liner with Hyaluronic Acid & Vitamin E - Long Lasting Formula - 0.12 fl oz / 3.5 ml,1729385088934777631,$544.46,"[New Shade Launch] TIMEPHORIA Eternal Lip Matte -  Matte Finish Liquid Lipstick, Long Lasting Lip Stain, Waterproof and Transfer-proof Lip Tint, Longwear Mask-friendly, Lightweight, High Coverage, 4ML Compact Size, Lip Makeup & Cosmetic Product",1731364881518727819,$166.39,"BIO IONIC OFFICIAL: Long Barrel Curling Iron - Hair Curler Adjustable Heat Settings, Effortless Voluminous Curls & Waves, Auto Shut-off, Easy to Use Styling Tool, For All Hair Types Comfort",1731031588942615519,$156.48,KIKO Milano Get Saucy Lip Bundle,1732271857803498457,$143.50
kylikamiller44,Sports & Outdoor,"$12,095.61",Womenswear & Underwear,"$6,837.91","MFVIM Women’s Breathable Body-Shaping Yoga Outfit, High-Waisted Quick-Dry Fitness Wear, Versatile Three-Quarter Shorts Sports Set,summerwins,travel essentials,camping essentials",1732388023895625751,"$8,311.29",【Creator’s Pick】Halara Flex Low Rise Zipper Pockets Washed Baggy Wide Leg Casual Jeans,1729571062218723620,"$1,830.99",【Creator’s Pick】Halara 2-Piece Super High Waisted Back Pocket & Side Hidden Pocket 2-in-1 Yoga Shorts Set 5''-Longer Length,1730762001521283364,"$1,554.55",Tall Bree Camo Stretch Cargo Jean - Olive/combo,1731049476085945192,"$1,213.06",Gap Women's Curvy High Rise Stride Wide-Leg Jeans,1731191221173523062,"$1,045.54"
laurenluto,Home Supplies,$979.07,Womenswear & Underwear,$497.51,"7-Tier Rotating Shoe Rack, 360-Degree Lazy Susan Carousel Organizer Tower for 28-32 Pairs, Round Storage Cabinet for Shoes & Handbags, Home Organizer for Closet, Bedroom (Pink)",1732444806760731636,$979.07,All The Attention Draped Mesh Mini Dress,1732382531701805769,$207.55,Tied Up In Elegance Halter Midi Dress,1731686315698197193,$174.04,Cider Satin Mid Rise Ruffle Maxi Skirt,1732171240755335255,$91.02,"Too Faced Kissing Jelly Hydrating Lip Oil Gloss - Ultra-Nourishing, Moisturizing, Glossy",1729434218228715522,$82.80
laurenmichellebell,Womenswear & Underwear,"$5,881.56",Baby & Maternity,$535.70,"HDE Women’s Pull-On Capri Pants with Pockets - Minimalist Elegant Stylish Women's Wear, Stretch Hip-Flattering Colored Straight Pants, Dressy Casual Bottoms",1729434948814672224,"$4,447.97","Dokotoo Women's Waffle Knit V-Neck Casual Summer Tops - Lightweight & Breathable Basic Tee for Beach, Party, Work",1730353124011643893,$580.44,"EllivviBebe Baby Bamboo Pajamas, Ultra Soft Bamboo Viscose Zipper Romper Sleepwear，2-Way Zipper, Super Soft, Fun Print Baby Clothes, Breathable Stretch One Piece Footed Pajamas for Newborns Baby Infants Toddlers Bamboo Sleep Sack, Baby Clothing",1731892031821681548,$535.70,Songling Womens Casual Two Piece Outfits 3/4 Batwing Sleeve Crew Neck Top Wide Leg Pants Raw Edge Design Loungewear Set US Standard Size,1729583092687278919,$378.60,MEROKEETY Women's Lounge Sets 2025 Fall Fashion 2 Piece Outfits Sweater Pajama Set Fuzzy Loungewear Matching Winter Clothes,1731972365184635167,$137.74
leahmstapleton,Food & Beverages,$458.38,Textiles & Soft Furnishings,$308.00,BonBon's Sour S-Patch Mix,1732061996472046411,$316.70,Cozy Earth Bamboo Sheet Set | Premium Bamboo Viscose Sheets with Cooling & Breathable Comfort,1729481804813209866,$308.00,Freezball - Durable Fillable Dog Chew Bone,1729404133237756254,$145.67,NuDerma Professional High Frequency Wand by Pure Daily Care with Argon & Neon Applicators Anti-Aging and Anti-Acne,1729401883758137709,$82.75,"Wavytalk Blowout Boost Negative Ion Thermal Brush-Pink (1.5in) Hair Styler, LED Display, 300℉-420℉ for Different Hair Types, 120-240V Universal Voltage, Beauty Products for At-Home Blowout & Style Curlers & Straighteners",1729403338518794392,$76.36
lesettey,Shoes,"$18,853.31",Beauty & Personal Care,"$6,963.09",Dr. Scholl's Women's Joplin Fashion Boot,1731896531264573800,"$15,313.45","JUDYDOLL Ultra-Fine Liquid Eyeliner, Waterproof Liquid Eye Liner, Hooded Eyes, Sharp Winged Lines, Long-Lasting, Beginner Friendly, Lasting Satin Finish, Smudge-Proof, Transfer-Resistant, Suitable For Sensitive Eyes, Summerwins",1730235179727360529,"$4,333.80",Astra - Modern Flat-Lens Cat-Eye Sunglasses Eyewear Shades,1732201295444087593,"$1,409.34","Sterling Silver Elongated Cushion Chocolate CZ Cocktail Ring, Elegant Fashion Ring for Special Occasions, Fashion Rings, Elegant Ring",1732384554843869938,"$1,383.14","MAC OG Glossy Lip Trio – Sculpt, Fill & Shine Set",1732355322468995737,"$1,170.96"
lifewithangiemae,Womenswear & Underwear,"$5,600.24",Beauty & Personal Care,$857.51,ZESICA Women's 2025 Boho Sexy Off Shoulder Long Sleeve Smocked High Waist Side Split Flowy A Line Tiered Long Maxi Dress,1731972238990741746,$659.43,"Chicovar Women's Oversized Vintage Denim Mini Dress ,Sleeveless V-Neck Tie Front Ruffle Layered A-Line Tunic with Pockets & Front Pleats, Casual Outfit,Fashion, Summervibes",1732164026488885733,$639.14,"Florboom Women's Boho Sheer Lace Mini Dress – Deep V-Neck with Bow Tie & Ruffle Sleeves , Polka Dot Vintage Western Style Party Dress for Festivals & Date Nights Womenswear,Summervibes",1729492499455776379,$633.47,"Fat Matte Lipstick - Smooth Color Lipstick with Cushion-Soft Formula - Moisutrizing, Lightweight, Creamy Pigments, NYX Professional Makeup",1732268317028094280,$592.07,"Chicovar Summer Lace Mini Slip Skirt! Must-Have for Trendsetters, Music Festival Outfit, Lace Skirt, GrungeStyle, Westernfashion,Summervibes",1731165010175168997,$361.47
lil.bbykay,Beauty & Personal Care,"$5,566.00",Shoes,$581.47,"nuorganic Eyelash Growth Serum (8ML) - Developed by Anti-Aging Scientists, Clean, Prostaglandin-Free Formula for Thicker, Longer Lashes, Daily, Repair, Hydrating, Soothing, Suitable for All Skin Types, Eye Treatment Skincare",1729385520686076431,"$5,278.54","Unisex PU Leather Medium Width Mule Slippers, Comfortable Breathable Rubber Sole, All-Season Wear",1731762605438046446,$581.47,"nuorganic Eyelash & Eyebrow Duo: Growth Serum for Longer, Thicker, Lashes and Brows, Organic Ingredients, Skincare, Cosmic Bundle",1729401966695518735,$196.18,"Lemme Grow Hair Growth Capsules for Women, Clinically Studied Keratin Complex, Visibly Thicker Hair & Reduced Shedding, Nourish Thinning Hair, Biotin-Free, 30 Count, 30-Day Supply",1730043703930360679,$45.00,Laurita Shirred Mini Dress Brown Check,1730600190416753253,$41.49
lil.mishr00m,Shoes,$475.63,Womenswear & Underwear,$331.49,"Women's 2026 Colorblock Patchwork Bootlace Worm Lace Up Low Top Sneakers, Casual Comfortable Sports Shoes, Designer Casual Sneakers for Women for Daily Walking Fall.",1730860897989989202,$475.63,Eyelet Ruffle Babydoll Mini Dress,1729501095264425122,$195.09,Think Smarter Products 8oz HOCl hypochlorous spray | multi-use spray with Himalayan minerals | fragrance-free daily spray,1729385662156346324,$113.24,Ellie Lacey Ginghman Strapless Top,1732305570453557410,$90.88,Ellie Lacey Gingham Shorts,1732305584055160994,$45.52
lillian_harriss,Womenswear & Underwear,"$2,114.21",Beauty & Personal Care,$648.17,MINDBODYSKIN® 2 Supplement (No 5-HTP),1729614704826684183,$629.19,"Yeokou Back To School Women's Turtleneck Fleece Jacket Long Sleeve Scrub Snap Button Coat for Nurses, Tops, High Neck, Lightweight, Thanksgiving, Easter",1729562156521984498,$606.36,JASGOOD Women Leather Belt for Jeans Pants Fashion Ladies Skinny Faux Leather Belt with Gold Buckle,1730352411482231261,$366.41,"AUTOMET Women's Oversized Faux Suede Leather Motorcycle Bomber Coat - Long Sleeve Polyester-Blend Fabric, Y2K Punk Style, Fall-Winter Outerwear with Pockets, Basic Button Closure, Versatile for Casual-Formal Use",1729615251848270295,$275.88,Mckinley Denim Mini Skirt,1731036248486940834,$238.38
linzbuzzard,Furniture,"$11,419.81",Home Supplies,"$1,432.00","Dowinx Cross egged Office Chair with Pivoting Armrests,Criss Cross Chair with Pocket Spring Seat & Back,Reclining Computer Gaming Chair with Footrest and Metal Base",1731998808395649437,"$7,202.90","Dowinx Big and Tall office chair, with pocket spring pad and waist support, high back computer game chair, adjustable armrests, executive office chair, foot rest",1729960194504823038,"$1,905.64",All Purpose Scented Cleaner,1730369516036526190,"$1,049.11","Stylish Aviator Sunglasses for Men and Women , Trendy Rectangle, Fashionable Design, Perfect for Outdoor Activities and Daily Wear",1732251463080579931,$960.79,"【Summerfinds】Ovios Oversized Home Office Chair, Extra-Wide Seat, Built for Big & Tall Comfort, Mid-Century Modern Faux Leather Chairs with Thickened Cushions, Comfy High Back Swivel Rolling Executive Computer Armchair",1729765354823521118,$804.37
little__j,Womenswear & Underwear,"$12,483.46",Beauty & Personal Care,$979.19,CAKES Body Cleavage Bra™ - Seamless Sculpting Bra with Silicone Cups for Full Cleavage Reusable Matte Finish Ideal for Strapless & Backless Tops Womenswear Basic,1732022163491426879,"$6,461.21",Sheer Bralette,1732457560710025807,"$2,951.43",CAKES OG Size Sticky Starter Pack - Sizes MED & LRG,1732088453048603199,$775.88,"Renewing Lash Serum, Babe Lash Eyelash Serum, Prostaglandin-Free, Peptide-Powered Lash Serum, Support Fuller, Longer-Looking Lashes, Gentle & Effective, Easy To Use",1730818714696127032,$757.66,"Comfrt | The Dreamer Blanket | Oversized, Cozy, Soft Warm Throw",1729931833196778371,$458.52
livingwith.lindsay,Womenswear & Underwear,"$27,116.98",Home Supplies,"$3,554.04","CRZ YOGA SoftAura Wide Leg Sweatpants Women 29”/ 31""/32"" Modal Lightweight Travel Pants with Pockets",1731490813938733857,"$4,978.34","Women's Solid Basic Zip-Up Hooded Sweater Cardigan, Casual Cardigan Top, Casual Fitted Drop-Shoulder Long-Sleeve Everyday Womenswear Cardigan, Women Knitwear Knitting for Fall & Winter Daily Wear",1729799154496279275,"$4,516.18",Gap Women's Low Rise '90s Loose Jeans,1731659184636269174,"$3,949.92","C202 Women Merino Wool Sweater Lightweight Soft Slim Fit Crew Neck Spring Layering Top Everyday Long Sleeve Casual, Fabric, Essential",1732029819856261826,"$3,558.54","Pwest NYC Low-Rise Wide-Leg Jeans — Adjustable Drawstring Waistband/Hem, Relaxed Straight Cut, Decade Jeans, Super Low Rise, Soft Daily Wear-Spring Summer Bottom Trouser",1732428276349047232,"$1,772.91"
lizshops,Womenswear & Underwear,"$1,063.87",Shoes,$104.21,"Aleumdr Women's Plus Size Oversized Corduroy Sweatshirt, Casual Crewneck Long Sleeve Lightweight Pullover, Baggy, Longsleeves, Lightweight Sweatshirt, Loose",1731739774455353742,$666.68,Dokotoo Women's Summer Casual Short Sleeve Solid Color Loose Texture Knit Tunic Tops Blouses with Crew Neck & Side Slits,1729445533294433269,$75.69,Asvivid Matching Sets Women 2 Piece Sets for Summer Short Sleeve Twisted Thread Shirt & Shorts with Pockets Casual Pajamas Ribbed Textured Outfit Lounge Set Womenswear sohochic,1730717553251553705,$59.98,3 Pack Women Summer Stretch Slim Round Neck Ribbed Tank Basic Solid Top,1732155383174697108,$58.19,"Chouyatou Women's Basic Solid Casual Wide Leg Denim Bib Overalls - Loose, Adjustable Strap, Comfortable, Lightweight, Pocketed for Hot Weather, Style, Outfits, Women's Fashion, Clothes, Jeans, Overalls For Women,back to school shopping",1729539566579847561,$55.68
lizzmi45,Womenswear & Underwear,"$62,142.39",Sports & Outdoor,"$46,172.21","Colorfulkoala Women's No Front Seam Yoga Capri 21"" Dreamlux High-Waisted Tummy Control Workout Leggings with Hidden Pocket Petite Length,travel essentials,camping essentials",1731026394568233266,"$7,771.66","CurvySweet Athena Women's Elegant Curvy Maxi Dress, Sleeveless Convertible Cowl Neck, Ruched Waist Slim Fit Gown for Formal Wedding Guest, Formal Dresses Women, Wedding Guest Dresses",1729483993705256484,"$4,492.25",NEW COMPRESSION BAND & ONE SEAM OPTION! THE ORIGINAL MAGIC FLEECE LINED LEGGINGS - XXS TO 3XL - 4 SHADES - CLOSED FOOT - Fleece Tights Available in Plus Size and Light to Brown Fur,1729406693411230691,"$2,876.09",QINSEN Womens Zip Front Tennis Dress Polo Collar Racer Back Workout Golf Dresses Build in Shorts with Pockets,1729506923078784569,"$2,703.24","Seamless Workout Sets for Women, Halter Tank Top & Gym Scrunched Shorts Sports Set, Sporty Breathable Quick Drying Outfits for Yoga Gym Workout Running, Ladies Sportswear for Summer, Exercise Clothing Set",1731202921961787612,"$2,594.46"
lizzv23,Womenswear & Underwear,"$1,411.18",Sports & Outdoor,$34.95,QINSEN Womens Zip Front Tennis Dress Polo Collar Racer Back Workout Golf Dresses Build in Shorts with Pockets,1729506923078784569,$776.60,QINSEN Womens Zip Front Tennis Dress Polo Collar Racer Back Workout Golf Dresses Build in Shorts with Pockets,1729507870543353401,$427.26,Popilush Shapewear Boho Floral Lace Front Slit Maxi Dress  A-line Silhouette with Smoothing Waist Control & Supportive Bust Design,1731780586096595780,$145.49,Halara Flex DayStretch High Waisted Pocket Straight Leg Work Pants #SwimWeek,1729535261465612580,$34.95,QINSEN Womens Square Neck Tennis Dress Pleated Sleeveless Built in Shorts Golf Athletic Dress with Pockets,1731199204488155705,$31.99
london_bridges_the_gap,Food & Beverages,"$1,230.27",Toys & Hobbies,$855.55,Iron Hammer Herbal Tea,1729412598545289712,"$1,230.27","Resonance Sound Healing Tuning Fork Set – 128Hz, 136.1Hz, 256Hz, 384Hz with Activator – Sound Therapy for Stress Relief, Deep Relaxation & Chakra Balancing",1730835799600697670,$855.55,"Prasky Portable Blender, Type-C Rechargeable blender, Mini Blender, Personal Blender for Fresh Juice, Smoothies & Protein Shakes with Extra Lid and Shoulder Strap, Dishwasher Safe Parts, Ideal for Gym/Travel/Kitchen/School/Driving Plastic cup tiktokshopba",1730614079112581699,$682.16,"Women's Plain Notched Neck Fitted Blouse, Shirts, Casual Fashion Fitted Classy Elegant Minimalist Basic Top for Summer, Ladies Clothes for Daily Wear, casual comfy classy, Womenswear",1731271695899988177,$331.54,"Elegant Minimalist Polyester V Neck Loose Fit Short Sleeve Blouse Shirt for Women, 100% Polyester, Regular Length, 145g/m², Casual Everyday Weekend Top Womenswear",1730807840331829457,$133.58
lydiaaulozzi_,Beauty & Personal Care,"$1,955.76",Toys & Hobbies,"$1,635.83","Hismile iD Stain Whitening Mouthwash for White Teeth, Freshens Breath with Essential Oils 237ml",1732164626458252048,"$1,054.83","GROWNSY Nasal Aspirator for Baby, Electric Baby Nose Sucker with Larger Suction Chamber and More Powerful Suction, Automatic Nose Cleaner with Music and Light Soothing Function",1730881858699891343,$713.88,Advanced Food Intolerance Labs Food Sensitivity Vitamins & Gut Health Test 1000+ Items Tested for Sensitivities Nutrient Imbalances & Heavy Metals,1730664019526258810,$692.23,Rainbow Loom Auto Loom Bundles,1730980482360119942,$662.60,"Eu Natural Conception For Him – Fertility Supplements for Men, Male Fertility Booster & Prenatal – Optimal Sperm Count, Motility, Strength – Ashwagandha, Folate, Folic Acid, Magnesium & Zinc Healthy Dietary Fitness",1731480691647484489,$480.62
lyndatrann,Beauty & Personal Care,"$28,330.20",Sports & Outdoor,$114.60,"Nooni Korean Apple Lip Oil + Lip Stain | Glossy Lip Stain, Tinting & Long Lasting, Moisturizing Lip Care (13 options) Hydrate Lipgloss Lipstick Makeup Glossy Hydrating Moisturizer Plump Transfer-proof",1729440860171702516,"$11,763.67",[TIRTIR Official] MOOD GLIDER LIP & BLUSH STICK - Dual Function Compact Makeup Stick for Lips and Cheeks,1732023290298864218,"$9,042.75","Nooni Korean Apple Lip Tint Stain Duo/Trio Bundle | Glossy Lip Stain, Tinting & Long Lasting, Moisturizing Lip Care, Hydrate Lipgloss, Travel-Friendly, Smooth Oil Moisture, All Skin Types Travelfriendly Smoothing",1729619454557917428,"$1,842.81","Serum Lipstick, Satin & Matte, 8H Moisture, Oil-Blend + Hyaluronic Acid, Maybelline New York",1731756086010286738,"$1,195.08","Super Stay Teddy Tint, 12HR Wear, Lightweight, Long Lasting and Smudge Proof Soft Matte Lipstick, Maybelline New York",1729730139671007890,$408.31
mahoganylox,Luggage & Bags,$432.21,Beauty & Personal Care,$328.45,"Angel Kiss High Quality Fashionable Elegant Large Hobo(13.2"" x 4.5"" x 10.7"") Crossbody Shoulder Bag for Women - Soft PU Leather, Adjustable Shoulder Strap, Multiple Pockets, Anti-Theft Back Zipper, Casual Hobo Crossbody Purse, Crossbody Shoulder Bags tikt",1730613073505849344,$376.16,Philips Norelco OneBlade Intimate Pubic Groomer Smooth Steel  Stainless Comfort,1729507549372977453,$204.71,"Lemme Sleep Gummies with 5mg Melatonin, Magnesium, L-Theanine, Elderberry, Chamomile & Lavender, Berry Flavor, 60 Count, 30-Day Supply",1729441955742782311,$154.17,BOOMBA Magic Padded Sticky Bra - Patented Sticky Fashion Bra Inserts,1729459877607019435,$58.00,Free People Roma Suede Tote in Black,1729383952471134464,$56.05
mama.of.boys7,Home Supplies,"$1,920.53",Household Appliances,$556.64,"5oz Crystal Plastic Dessert Cups with Lids & Spoons - Disposable Square Parfait Cups for Mousse, Tiramisu, Pudding, Party & Catering eco-friendly",1729492625946415307,"$1,648.91","Katie's Limited Edition Chrome Shimmer Silver Rose Cosmetic Set - 25 Beginner-Friendly Items, Glossy Eyeshadow Palette, Lip Glosses, Eyeliner Pens in Pink Gift Box, Easy Glam for Birthdays and Parties, Gift Sets for Women, Makeup, Gifts For Girly Girls",1732149394387538488,$354.08,"FEPPO Cordless Vaccum Sealer - Handheld Automatic Sealing System Vacuum Sealer with Visual Water Storage Tank, 10 Reusable Bags, Strong Sealing Power, Portable 5X Food Preservation Tool",1730761078943159009,$302.55,"(Total 30 PCS）FEPPO Reusable Vacuum Sealer Containers Bags, 15 PCS 8.3""×8.7"" & 15 PCS 10.2""×11"" Bags with Air Valve",1731780013183963873,$237.40,"Men's Solid Socks Pairs, Casual Comfortable Breathable Soft Socks for Daily Wear, Men's Clothes for All Seasons, Breathable Minimalist Socks",1729536879940375407,$209.61
mariebriii,Health,$166.40,Beauty & Personal Care,$39.96,PREGGO Female & Male Support Bundle - 1 Month Supply,1730929068201317078,$94.96,True Sea Moss Gel 2-Jar Bundle: Mango-Pineapple & Strawberry – Rich in Essential Minerals & Vitamins – supports overall vitality,1731352834691994260,$46.45,"GuruNanda Teeth Whitening Strips - 16 Day Treatment (16 Packets - 2 Strips per pack) - Non-Slip, Dry Strip Technology",1729567588962308359,$24.99,PREGGO - Support Capsule by O Positiv,1730922516217369302,$24.99,"Tewiky Easter Gifts Upgraded Crown Cross Necklace for Women, Crown Cross Pendant Necklace, Non-Tarnish Faith Jewelry for Women, Christian Religious Gifts for Her",1729460580021605131,$19.98
mariefloree,"Books, Magazines & Audio","$2,423.21",Sports & Outdoor,"$1,832.87",Claire Monroe - Systematic Theology for Kids Aged 6-9 (FULL COLOUR) | 88 Visual Concepts towards Knowing God with NLT Bible Verses & Reflection Questions,1732273429270925737,"$2,403.26","Night Light, Night Lights Plug into Wall 6-Pack, Plug in Night Light, Dusk to Dawn Nightlight Led Night Lights for Bedroom, Bathroom, Hallway Warm White Home Lighting",1731513459800576890,"$1,275.09","ERMNOIS Bar Stools, Swivel Counter Height Barstools with Back, Adjustable Anti-Scratch Fabric Bar Chairs, Modern Armless Kitchen Island Stool",1730899796842746143,"$1,099.14","Tewiky Easter Gifts Upgraded Crown Cross Necklace for Women, Crown Cross Pendant Necklace, Non-Tarnish Faith Jewelry for Women, Christian Religious Gifts for Her",1729460580021605131,$717.42,Grown Alchemist Skin Defense Mattifying Primer 50ml - Lightweight Gel Makeup Base with Prebiotic Peptides & Ashwagandha for Smooth Matte Finish,1729449866127512178,$577.29
meganlouise2319,Shoes,"$3,346.16",Kids' Fashion,"$1,268.41",Womens Cara Tassel Loafer Chocolate Brown Plaid,1732466985776484658,"$3,317.54","UPORPOR Girls' Princess Costume - RGB Light-Up Toddler Dress Up with App-Controlled Music Sync, Costume Decoration Accessories, Summer Outfits for 3-10 Years Old Girls (Batteries Not Included), Princess Costumes",1731831028250546663,$506.88,"24/50 Pcs Halloween Goodie Bags Plastic Candy Bag Trick or Treat Bags with Cauldron Skeleton black Cat Skull Pumpkin Design,Treat Bags for Student Teacher Colleagues Neighbors,Classroom Snack Storage for Halloween Birthday Party Favor Supplies",1732350233289921258,$430.62,"UPORPOR Girls' White Soft Breathable Fabric Light-Up Princess Costume - 100+ LED Modes, Music Sync Kid Outfit, Elegant Cosplay Gear with Accessories (Ages 3-9, No Battery Included) for Christmas, Halloween,back to school,back to school shopping",1731585838264127975,$230.83,"3pcs Classic Blue Plaid Bedding Set, Soft Ruffled Duvet Cover and Pillowcases (no filling included), Zipper Design, Easy to Wash, Comfortable All‑Season Bedroom Bedding Set #GLOBAL PICKS",1732354904698163660,$222.82
michaelascott20,Beauty & Personal Care,"$34,035.44",Fashion Accessories,$810.59,"Fit Colors Matte Lip Liner and Moisturizing Lip Oil Set, Precise Lip Liner, for Easy Lip Line Definition with a Natural Nude Glossy Finish, Perfect Holiday Gift",1732467750884708611,"$11,943.82","JOOCYEE Velvet Rouge Matte Lipstick, 2-in-1 Lip & Cheek Color with a Silky Blur Finish, Long-Lasting, Waterproof, and Lightweight Formula for All Skin Types, 3g, Beauty Products campingessentials, Adults, Silky-Smooth Glide Feels Barely There, Waterproof,",1730932520433651999,"$5,829.52",Queen Tape - Hydrating & Moisturizing Mouth Tape For Sleep - Royal Plump Edition - Lip Plumping - Mouth tape with Collagen Hyaluronic Acid & Vitamin E - Built in Lip Mask - Royal Lips - One Month Supply,1731633751615705442,"$3,909.44","[NEW] [medicube] PDRN Collagen Gua Sha Neck Wrinkle Cream | Built-In Gua Sha Massager with Volufiline 5% + PDRN | Firming, Contour Care for the Look of Fine Lines, Jawline, Neck, Décolleté,Underarms, Chest, Legs, Shoulder | Massage Cream | Korean Skincare",1732399179294806251,"$3,064.68",Baby Go Dewy Water Resistant Freckle Liquid Makeup Daily Concealer Evening,1729408601176642255,"$1,123.09"
michelledemoda,Beauty & Personal Care,"$28,600.08",Baby & Maternity,$149.99,tarte summer skin essentials - CC color-correcting tinted serum + creaseless setting powder,1732422500087993276,"$8,733.03",tarte maracuja juicy multi-stick + brush - double-ended cream blush & bronzer stick,1732418830638027708,"$3,557.78","Sky Tubes Tubing Mascara, 24H Extension-Like Length & Volume, Smudge-Proof, Maybelline New York",1729505245999109778,"$2,602.87","TYMO CURLPRO PLUS - Upgraded Automatic Rotating 1-Inch Ceramic Long-Barrel Curling Iron for Long Hair, Negative Ion Technology for Flawless Curls, Gift Box Ready Adjustable Temp, Swivel Cord Dual Heaters for Beachy Waves Summer Vibes,dorm essentials",1730891536459010526,"$2,534.74",tarte sculpt tape & blush tape duo - blush and bronzer,1729417067781002172,"$1,084.00"
